,user,visit,x,y,maxDepth,medDepth,meanDepth,timeOnPage,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,timeSect6,timeSect7,timeSect8,timeSect9,timeSect10,timeSect11,timeSect12,autotuneGuitar,beatDiff,clean,currentFrequency,detuneGuitar,freq2InView,freq3InView,freqInView,guitarState,isInTune,playBeats,playNotes,playReference,playRiff,playScale,targetNote,targetString,tunerVisualization,vizMode,waveInView
16,04olHIneS1MgRtBX98cFY6khhyk2,1,-2.711298602146424,-0.601058289476596,1131.0,596.5,561.6883116883117,18279.0,-7793.0,4154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,04pC1gsi4hVtBbPdXtX5AuTdLEH2,1,-9.861217182565067,3.808138031221117,5284.0,3451.0,3475.0476190476193,18182.0,154.0,-18015.0,134.0,4813.0,5937.0,4400.0,1125.0,1355.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
18,05EcoXXB6TQYjR8lTUJeV4qooai2,1,-3.3014826278661547,-0.19220402788479887,2593.0,1247.0,1212.682505399568,19642.0,-7186.0,5312.0,2648.0,686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,05LYcFfxeBbioZkBnalgZgJGvbz2,1,-2.4506558979711306,7.313050693687558,3414.0,2543.0,2196.0541237113403,191892.0,92606.0,3627.0,22534.0,10008.0,43475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
20,05ruf71evIf6GVtWKYen8LFBXk53,1,-2.2521258795931205,-0.30762945138221853,4315.0,1930.0,2071.5989847715737,286320.0,-182427.0,9187.0,5820.0,8726.0,8257.0,244865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21,064PPdAWHRe6nabj3C0VZLRdwu92,1,7.275698838961942,7.322935313108327,83.0,15.5,21.0,4874.0,-281446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
22,06XS3SyucFMkW1jqSD57lLxVsG13,1,-5.703876501459997,1.8682936187136499,9293.0,4956.5,4762.228107777098,178121.0,2488.0,10816.0,22450.0,40585.0,8525.0,13893.0,9743.0,9793.0,11967.0,22749.0,13353.0,6885.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
23,06pHKZWbLpTkJYNWjEsOMKKXp3C2,1,-5.30123151505224,4.988454133307383,2110.0,1091.5,1074.7973273942093,318218.0,9964.0,118015.0,11209.0,909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
24,06u3bheEzLgGTiNw4EAUBCx0Z523,1,7.182320589500453,7.337973937213448,168.0,82.5,98.6875,5546.0,-312672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
25,07MyF1PUWRXFEb8QyWh50tiZKff2,1,-6.74079203556923,1.6293479397735595,10381.0,5103.0,5019.306385169928,378596.0,15423.0,34076.0,14470.0,26918.0,7994.0,12965.0,30906.0,28954.0,45359.0,46122.0,8581.0,101282.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
26,07rf851QZHY0hBIHBwZT2ebn1Bp2,1,1.0662843220696399,-4.613793042715549,9460.0,3766.0,4080.4839302112027,189947.0,-362775.0,27319.0,5890.0,9252.0,24462.0,6764.0,8275.0,10669.0,47415.0,14667.0,8915.0,10498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,084NvmoKykdlJzJrWAyNJ2Q1kCx1,1,-3.065651540777,-7.102859158771831,4860.0,1214.0,1420.2526785714285,129172.0,-165727.0,74616.0,14111.0,11349.0,530.0,3031.0,1315.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
28,08Njf7CPJGPPCwQ0OhjTyqHPXZ03,1,3.1420564250665146,-6.260005710924609,5654.0,1930.0,2537.4670204700533,41946.0,-112700.0,5858.0,5634.0,3486.0,3080.0,2249.0,1457.0,3710.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
29,08UwyycNfVPMJTvNC3bi3vUZMTI3,1,-2.1160512372082954,-4.853050952343881,3776.666748046875,1696.6666259765625,1802.2077189000593,33120.0,-34096.0,7720.0,6356.0,5694.0,4596.0,904.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
30,096MicKMmFZUDL5Eb4RGLpKcuXE2,1,-0.9130543436995641,-1.5207847786826914,839.0,391.0,425.7816091954023,21368.0,-12418.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
31,09KwtdimjXNt1LbCVbbAxiCk9V42,1,-5.459169785507125,4.100936607680257,2871.0,1149.0,1213.2235649546828,60477.0,-3713.0,29998.0,10400.0,1567.0,857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
32,09XYG0MmhDeQrgBp3C9W0Mw7gSk2,1,-4.7467923328947474,0.6020058615352164,6594.0,2767.0,3117.9245283018868,164108.0,-40119.0,67068.0,17945.0,12575.0,17605.0,3569.0,1887.0,10651.0,12450.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
33,09zabL40gjUaG7Lf81p4NrtjpO12,1,4.04722558183563,-3.702004352217516,1255.0,932.5,737.1343283582089,33635.0,-158922.0,28449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
34,0A7GEzI8r6MRU46QCM2EeoQheX43,1,-8.04048181186292,2.4749914269233027,7441.0,5039.0,4392.3366066557555,115736.0,9473.0,3661.0,2427.0,3768.0,9268.0,4606.0,3176.0,8916.0,28628.0,8178.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
35,0AZJYC3CS2WXrwqMB5JEwbGmpR22,1,2.0718454868649068,-6.417583626398889,5213.0,2763.0,2703.4329608938547,43983.0,-104243.0,10620.0,4314.0,3528.0,3762.0,8144.0,1502.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
36,0Alsbjy1CUesyr9ugIW9LWPFKGE2,1,-1.7934672170543968,2.3201902477032306,2998.0,1652.0,1522.2657004830917,284278.0,-7457.0,60273.0,147290.0,29001.0,11188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
37,0Awp5JhsrXYL7vDMjS84kOF4vYB2,1,3.8806054933344316,-4.661394500754628,3231.0,1238.5,1399.7146341463415,71538.0,-270710.0,40905.0,9316.0,5971.0,1778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
38,0Ay7kFz8hKMTVCONAxOOILqN85J2,1,-1.2311044217062026,1.8310512982604825,10250.0,2170.0,3457.379292128896,272797.0,-39691.0,13753.0,158017.0,8719.0,17601.0,5470.0,2335.0,6171.0,2332.0,4723.0,9172.0,12657.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
39,0BCzyFjzbhemFqeZfsgk9U4wOyf1,1,8.160232084658153,1.7534815021902885,3133.0,1271.0,1368.2464646464646,16786.0,-265560.0,3108.0,3213.0,2644.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
40,0BUCoaqdfAZRPAjDrIjWcOY2ljo2,1,-4.320681127702044,2.7935345885969274,5538.0,2399.5,2468.603217158177,52015.0,-281.0,7034.0,3930.0,11150.0,1375.0,7270.0,3644.0,1107.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0Bvvz5MK6gNNF2uZtDPMxVqfdiz1,1,1.399869902326356,-7.381239867269695,2493.0,1217.5,1283.3838383838383,20342.0,-43821.0,6572.0,3340.0,2236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0Bvvz5MK6gNNF2uZtDPMxVqfdiz1,2,-4.619527339849278,1.3340324224005717,6857.0,4209.0,4028.418181818182,36329.0,-5528.0,576.0,564.0,6761.0,2796.0,3695.0,1271.0,2204.0,2607.0,1041.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0By2kBFei8aXddxRrEHdstYPFq43,1,-4.784080900129067,1.7654359372076929,7082.0,2771.0,2938.5141843971633,77355.0,-7926.0,5632.0,5437.0,6265.0,8431.0,11269.0,3266.0,2716.0,4527.0,1409.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
44,0CNdS3zKDmgl0qEdbUtD9KI2zxi1,1,9.516968840573542,1.1141545780172204,499.0,329.0,293.2,5544.0,-71811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
45,0CPrniW2UYaDqNZYrx0Oo9cN8Tz1,1,-3.4476448376997375,3.747732619499679,5363.0,2175.5,2223.748015873016,19738.0,1249.0,5645.0,1120.0,3091.0,1686.0,469.0,268.0,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
46,0D98fwUo0cWm30cw81ncFnFQubs2,1,-1.8686052797774986,-6.809642016599743,1270.0,531.5,633.3879310344828,9699.0,-12462.0,2423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
47,0DVHsJs3QeSaCYYBehWRX6B5a0k1,1,-8.793405418713032,6.435902591952805,1044.0,929.0,894.3367346938776,2090079.0,-9040.0,2089420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0DbVgy3fLdYscZPBVj1s9GIs3RH3,1,8.80573334057865,3.085891938913059,6775.0,2952.0,3204.198976982097,112332.0,-2065863.0,10914.0,6016.0,13000.0,14854.0,9895.0,3716.0,6238.0,23218.0,265.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
49,0Di7mwIRTSSP1O12QxzSTO2JQtB2,1,-4.850633279469015,-1.1009067220493631,1490.0,1232.0,1017.3961813842482,129353.0,-62812.0,74144.0,5689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
50,0DzlC0m8hYenstDzBbGOUFCQNYn2,1,6.81819727916916,-6.005566516990081,2621.0,706.0,987.4881656804733,25792.0,-108232.0,1352.0,2419.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
51,0E4F3YEBzMbbDMzgTAW2W1sHhMz1,1,-1.9168822227626328,-4.921381302200673,2901.0,1790.0,1747.3808353808354,19659.0,-21184.0,5089.0,2695.0,6784.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,0EaEbd7E8zVUPHQTeN4mWxrhCr23,1,-5.209946114115441,4.1728597381896675,5621.0,1751.5,2258.7294938917976,73677.0,1468.0,27708.0,4635.0,6835.0,4966.0,3154.0,3452.0,1800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
53,0EaQbYopsudgyBV3WDkEyvWgURk2,1,-3.3508482612000083,2.019953421478624,7043.0,1820.5,2887.2129455909944,216888.0,-38083.0,68242.0,57483.0,5520.0,14084.0,6112.0,4773.0,7007.0,17187.0,886.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
54,0EpwJhyItjN8NmYEJXwXHxWWcs23,1,-0.45700949101199223,-4.1480749407991295,9818.0,2984.0,3868.236329935125,174395.0,-206490.0,2516.0,96950.0,11915.0,4251.0,20099.0,3284.0,2433.0,5299.0,8768.0,6715.0,1767.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
55,0FSa0Q5hXtRlU1QWagFKcC98NVW2,1,10.120646411677269,2.0463402111910107,133.0,62.5,68.61111111111111,11069.0,-163326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
56,0GFuBZcN23PJOfbS14vz4rGSLXe2,1,-4.737441585171965,7.203722676612764,1639.13330078125,494.8833312988281,643.5323631646938,111676.0,41835.0,46808.0,11964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
57,0GRaZC8moOY71fJ8crC1RIi1xjo1,1,-0.4102766315726719,-6.024131430408009,3339.0,1380.0,1471.1905537459284,62062.0,-93512.0,4159.0,26442.0,7838.0,5459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
58,0GTiUx2o3KgiJcN8cWPIF2WckMO2,1,-6.861701311112946,-1.2463386686903293,8951.0,4785.333251953125,4351.435069698267,136318.0,-44860.0,11828.0,7394.0,12206.0,24180.0,2638.0,6534.0,8704.0,37746.0,5350.0,2258.0,278.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0GyZCYgVG3Yn6PVRqlikUgP154Q2,1,10.165161556005987,0.9806742373168242,12.0,6.0,6.454545454545454,10149.0,-126169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
60,0HLgdU0kWjR9TOoIRR5eENE6tET2,1,-8.794146220632902,1.205767309739433,9236.6669921875,6426.66650390625,6594.739074739445,103178.0,0.0,0.0,0.0,0.0,0.0,0.0,10005.0,9020.0,40270.0,19930.0,9770.0,4034.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61,0I5CkvYSkOXcs7i3pEpwwSLQe7j2,1,7.452979417719176,-5.456255589664105,1223.0,769.0,726.1538461538462,18737.0,-86126.0,1685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
62,0JpLhg3dsTVV3hVhDMKgRVv4DKj2,1,-6.063582707244493,2.266282206284799,10222.0,3267.5,4373.948387096774,86122.0,6864.0,19807.0,1140.0,6422.0,4534.0,1698.0,1883.0,1923.0,2466.0,2105.0,1516.0,17027.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
63,0KCjFdVHaaVys6pm3H1vvKqWsE22,1,0.5889653698014429,-5.4240515837277234,5998.0,2882.0,2936.177265500795,43152.0,-77640.0,5046.0,3033.0,5617.0,7511.0,3856.0,1375.0,7496.0,736.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
64,0KbNKweIqKaUCRX9OEP1NM33rPJ3,1,-4.157642359197884,-3.2091461438242392,6234.0,3901.0,3468.151622418879,55010.0,-37717.0,4283.0,6067.0,4138.0,3050.0,7168.0,15005.0,3562.0,6302.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
