,timeOnPage,maxDepth,step,demoNumOn,beatNumThreeFour,beatNumSixEight,beatNumDefault,beatHoverThree,beatHoverSix,emphasizeThreeFour,emphasizeSixEight,threeFourOn,sixEightOn,altThree,altSix,exampleSix,exampleThree,altSix.1,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,interaction_count,mobile,x,y
13,189636,3041.333251953125,5,0,24,12,3,0,0,2,6,2,6,0,0,0,0,0,870,10754,1411,5299,566,0,8,0,8.525527,5.0816746
14,90935,3394.40576171875,7,0,135,32,11,2,4,4,6,4,6,1,1,2,2,1,4994,18487,27656,5008,30801,0,10,0,4.134699,-2.5023005
15,86045,3242.0,7,0,104,71,0,2,2,12,14,12,14,0,0,2,4,0,40417,901,10738,27496,433,0,26,0,4.9217377,-3.0480998
16,109219,3217.0,5,0,149,57,13,0,0,8,6,8,6,0,0,2,2,0,229,29618,16010,40748,2340,0,14,0,6.657937,-2.4340417
17,158997,3361.0,12,0,131,72,36,8,4,17,12,17,12,2,0,2,2,0,49840,35738,41738,24720,6284,0,29,0,4.424976,2.1804729
18,61604509,3565.0,14,0,1452,138,0,0,0,22,14,22,14,0,0,2,4,0,61544552,10048,3074,39561,1106,3907,36,0,2.4163802,14.867944
19,229405,3421.0,11,0,248,124,30,18,58,35,74,35,74,0,0,4,8,0,58653,53270,19265,40037,14199,0,109,0,4.1446233,-0.9693328
20,125066,3648.0,6,0,13,7,0,0,0,2,2,2,2,0,0,0,0,0,21202,3376,36628,13648,1382,166,4,0,6.9478383,0.99497384
21,93853,3240.0,5,0,126,49,35,2,2,6,6,6,6,0,0,2,2,0,4257,18758,18888,34931,2183,0,12,0,7.2696695,-2.5259414
22,50642,1699.0,3,0,12,16,2,2,0,10,4,10,4,0,0,0,0,0,217,1000,1216,0,0,0,14,0,9.11354,5.913921
23,288000,3573.199951171875,11,0,199,80,8,4,6,18,14,18,14,2,2,2,2,2,41668,77537,83872,70703,9033,3452,32,0,5.7976775,-0.2426379
24,111345,3341.0,5,0,7,87,0,0,4,2,14,2,14,0,1,4,0,1,199,12693,54002,10213,5131,0,16,0,8.529711,0.69574803
25,2942,3423.0,4,0,1,1,1,2,2,2,2,2,2,0,0,0,0,0,34,366,350,499,168,44,4,0,-1.0924816,-1.3848251
26,120866,1876.0,5,0,59,70,24,4,6,10,12,10,12,1,1,0,0,1,27591,54017,36071,0,0,0,22,0,3.2599697,2.3087206
27,33113,370.0,5,0,27,31,0,0,0,4,4,4,4,0,0,0,0,0,30643,0,0,0,0,0,8,0,0.90941364,12.545924
28,632591,3538.0,15,0,104,86,34,8,6,18,22,18,22,1,2,2,4,2,389887,40379,90010,25270,10999,9528,40,0,2.6054864,6.8547907
29,41654,2993.0,5,0,18,32,15,0,0,6,10,6,10,0,0,6,2,0,88,7219,16096,14745,28,0,16,0,8.702459,-1.2771375
30,7550,3103.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369,1427,1850,1201,0,0,0,0,1.7431711,-0.025737613
31,146259,3236.0,5,0,229,121,1,16,14,25,30,25,30,1,1,8,6,1,284,10291,58683,47407,668,0,55,0,9.222913,-1.2757566
32,25284,4015.0,10,0,31,0,0,0,0,4,0,4,0,0,0,0,0,0,299,14545,5810,2178,333,1769,4,0,1.4404099,1.0809352
33,198336,3305.0,5,0,189,82,0,4,8,20,20,20,20,0,1,2,2,1,3086,3965,91408,25174,604,0,40,0,8.607776,0.4931237
34,233347,3762.0,20,0,150,87,35,10,8,26,18,26,18,1,0,6,6,0,62716,72895,41105,34255,13404,5168,44,0,3.8586655,0.5909877
35,60480,3086.0,7,0,118,59,0,0,0,5,6,5,6,0,0,4,2,0,349,16105,617,32160,684,0,11,0,6.8424788,-3.9189656
36,110269,2744.0,12,0,73,43,0,2,4,14,16,14,16,0,0,10,4,0,2141,9794,13565,27727,0,0,30,0,7.929466,-2.0482275
37,84527977,3450.0,15,0,255,67,0,8,2,16,14,16,14,2,0,4,2,0,6096,12037,47205,68577,13092,84327000,30,0,-1.1923975,-5.717078
38,6005,232.0,0,0,18,0,0,0,0,6,0,6,0,0,0,0,0,0,615,0,0,0,0,0,6,0,6.9966326,6.994064
39,181167,2933.0,4,0,174,107,23,6,4,19,10,19,10,0,0,2,4,0,1883,63291,56757,39339,416,0,29,0,5.524366,0.33584675
40,121116,3199.0,5,0,34,45,0,0,0,8,6,8,6,0,0,2,2,0,84,20468,4667,13886,88,0,14,0,7.1368933,3.5463438
41,208112,3439.0,6,0,225,86,30,10,6,26,16,26,16,1,1,2,4,1,4049,55781,50499,49164,6267,0,42,0,6.1484337,-0.49913368
42,293824,3603.0,6,0,265,96,6,6,8,30,20,30,20,1,0,4,4,0,9493,49132,102854,50961,17297,13749,50,0,7.473467,0.23236302
43,213249,3532.0,6,0,277,66,34,4,0,14,12,14,12,1,0,6,4,0,6071,64369,40881,54542,6739,134,26,0,5.316237,-0.69889104
44,32873,2130.0,3,0,12,10,0,0,0,2,2,2,2,0,0,0,0,0,1017,3600,1582,35,0,0,4,0,6.969391,4.6169944
45,124254,3723.0,10,0,181,131,6,0,0,94,94,94,94,0,0,4,6,0,31161,24928,2880,1477,23133,1091,188,0,3.4902725,-1.5599505
46,53403,1902.0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,25446,1334,602,0,0,0,4,0,3.7779438,7.1582484
47,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4261487,1.9151332
48,208207,3703.0,11,0,83,51,23,4,6,31,28,31,28,0,0,4,0,0,24583,68047,72166,36773,5862,662,59,0,5.5323586,0.69672316
49,154077,3669.0,6,0,147,90,18,4,4,12,8,12,8,1,1,2,2,1,47447,11827,35889,45761,7088,1933,20,0,5.6747947,-1.9841193
50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2272947,1.71212
51,91364,3364.0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15758,24535,33987,10367,3974,0,1,0,5.6279664,1.045155
52,37792,3630.0,8,0,12,12,0,0,0,2,2,2,2,0,0,0,0,0,26231,5350,1905,1307,246,1297,4,0,1.4482172,7.5934825
53,19138816,3485.0,6,0,235,68,51,2,0,6,4,6,4,0,0,0,0,0,3443,86360,111162,3219,1967,100,10,0,11.261817,5.701644
54,10190,3530.0,5,0,5,1,0,0,0,2,2,2,2,0,0,0,0,0,576,3435,832,557,72,0,4,0,2.1154137,1.2428515
55,123507,3374.0,12,0,222,63,12,4,6,30,28,30,28,0,0,8,12,0,3585,12631,8733,57265,4249,0,58,0,7.21511,-4.371776
56,563210,3550.0,14,0,130,67,21,2,2,10,14,10,14,0,0,8,4,0,33212,27146,17868,35106,2035,1404,24,0,8.473621,4.4429865
57,109135,3676.0,9,0,0,0,0,0,0,6,3,6,3,0,0,1,2,0,7921,0,16783,18801,20251,3239,9,0,5.3042006,-2.7379308
58,71640,3588.0,7,0,16,6,7,2,0,6,4,6,4,0,0,2,0,0,5282,4049,5218,5233,1084,766,10,0,7.8334775,4.3332815
59,28695,3350.0,15,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,7149,1901,4632,7233,1701,0,2,0,5.5912895,-1.8052859
60,63524,1092.0,2,0,59,58,1,0,0,14,12,14,12,0,0,0,0,0,15170,45588,0,0,0,0,26,0,-2.3510969,2.5468283
61,94761,3487.0,10,0,75,48,0,0,0,4,6,4,6,0,0,2,0,0,257,2943,41556,13627,9579,1083,10,0,8.458729,0.27654728
62,144117,3211.0,5,0,145,90,25,4,2,12,12,12,12,0,0,2,2,0,166,16280,57427,25052,1668,0,24,0,8.232743,0.28397515
63,282262,3299.0,6,0,223,93,35,8,14,14,22,14,22,1,1,4,2,1,634,61228,97977,67942,7483,0,36,0,7.5355854,-0.31953287
64,159884,3741.666748046875,17,0,20,30,1,0,0,6,4,6,4,0,0,0,0,0,37,296,924,466,517,14145,10,0,9.234788,5.6414185
65,182052,3386.0,9,0,208,51,23,4,6,24,18,24,18,2,0,4,6,0,22651,13817,38386,63103,7451,0,42,0,7.4394803,-2.5783021
66,129308,3222.0,5,0,172,69,38,2,4,12,10,12,10,0,0,2,2,0,13170,45539,21270,40691,1284,0,22,0,5.0515895,-1.0364503
67,184079,3282.0,7,0,157,64,19,6,6,16,14,16,14,2,0,2,2,0,960,10517,59654,54379,682,0,30,0,8.892055,-1.4863269
68,87807,3456.0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,81152,1,0,-0.95178,-5.3987684
69,29469,3653.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,17415,11637,0,0,3.2534137,-4.6458282
70,63025,3080.0,5,0,29,17,19,2,0,10,4,10,4,0,0,0,0,0,784,36843,6944,1620,1011,0,14,0,0.63104826,1.1843503
71,112864,3415.0,17,0,0,0,0,0,0,3,0,3,0,4,1,0,1,1,6841,30136,38501,11174,3917,0,3,0,5.9344296,0.9913542
72,164358,3316.0,5,0,211,128,0,2,2,6,6,6,6,1,0,2,2,0,37182,7283,78117,38082,650,0,12,0,7.5498724,0.07675992
73,9852,1353.0,3,0,7,7,2,0,0,1,2,1,2,0,0,0,0,0,134,984,82,0,0,0,3,0,6.1660113,4.755343
74,220197,3607.0,5,0,202,91,11,4,4,16,10,16,10,1,1,2,2,1,157,6294,30792,43707,10618,3364,26,0,8.444394,-0.9143604
75,142580,3358.0,6,0,105,107,0,6,0,12,14,12,14,1,0,4,2,0,33170,30187,38627,28890,6989,0,26,0,5.653285,-0.28998354
76,585685,3204.0,8,0,304,114,9,6,4,24,8,24,8,0,0,2,8,0,3614,65382,116476,118925,1735,0,32,0,7.9369507,-0.8731302
77,282449,2973.0,7,0,19,47,5,0,2,6,6,6,6,0,0,0,0,0,6616,9685,29303,8701,183,0,12,0,8.320148,3.8903923
78,3291,1881.0,5,0,7,2,0,0,0,2,2,2,2,0,0,0,0,0,143,94,156,0,0,0,4,0,0.92451054,-0.4094764
79,71003,1978.0,2,0,118,70,0,0,2,6,10,6,10,0,0,4,2,0,650,484,2624,0,0,0,16,0,9.393316,5.5552764
80,344332,3430.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4063,7350,4874,1896,8089,0,0,0,9.899945,6.008955
81,45890,3070.0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,151,365,2367,32925,0,1,0,3.8280237,-5.461937
82,13834,1576.800048828125,3,0,15,0,0,2,0,8,0,8,0,0,0,0,0,0,9927,1550,350,0,0,0,8,0,1.5588509,7.9187
83,79874,3188.0,5,0,80,28,13,0,0,8,8,8,8,0,0,4,2,0,151,19824,11103,28854,1252,0,16,0,6.8226323,-2.42903
84,57071,3365.0,5,0,61,24,19,2,6,6,10,6,10,1,1,2,2,1,7879,12644,18711,16388,965,0,16,0,6.848459,-0.778389
85,81871,2346.0,3,0,11,1,3,10,2,12,2,12,2,1,0,0,0,0,13949,40607,20418,3254,0,0,14,0,2.466534,1.9637084
86,227030,3677.0,15,0,164,139,18,8,10,52,54,52,54,0,1,6,14,1,1223,54117,34868,74646,3894,5728,106,0,6.8353505,-2.0935802
87,1063443,3279.0,6,0,199,77,12,2,2,8,10,8,10,0,0,4,2,0,37815,7337,19605,59285,975,0,18,0,9.267876,4.5230904
88,209579,3169.0,10,0,180,51,18,2,4,16,14,16,14,2,2,4,8,2,39845,41586,48573,49691,7840,0,30,0,5.573441,-0.86606854
89,130613,3285.0,8,0,100,64,0,2,2,8,6,8,6,0,0,2,2,0,15934,18966,13601,31164,2767,0,14,0,6.158989,-1.5006968
90,15781,2658.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,6919,1019,502,0,0,0,0,1.8471197,2.0193062
91,530516,3625.0,26,0,292,158,22,6,4,21,26,21,26,1,0,8,6,0,23683,22519,43290,367957,42338,8230,47,0,7.5956035,-5.6276135
92,158712,3409.0,6,0,69,113,0,2,6,10,18,10,18,1,1,8,2,1,425,5274,36925,53416,1451,0,28,0,8.720193,-2.3915823
93,188551,3052.0,5,0,110,52,0,8,0,12,8,12,8,1,0,2,2,0,55317,59152,43054,26858,219,0,20,0,4.036996,1.1605556
94,44091,369.0,1,0,18,15,0,0,0,2,2,2,2,0,0,0,0,0,40658,0,0,0,0,0,4,0,0.8941672,12.573316
95,19725,108.0,0,0,25,7,0,0,0,10,2,10,2,0,0,0,0,0,154,0,0,0,0,0,12,0,10.804732,7.1373005
96,30247,1153.0,2,0,24,34,0,0,0,4,4,4,4,0,0,0,0,0,28319,1903,0,0,0,0,8,0,1.3795741,11.420713
97,39939,3562.0,20,0,45,60,0,0,0,32,32,32,32,0,0,0,0,0,3284,1571,1112,1049,398,30589,64,0,-0.24663205,-4.571193
98,459927,3300.0,10,0,99,78,23,2,4,20,30,20,30,0,2,4,4,2,28369,190925,22928,74865,4982,0,50,0,3.4460862,0.19281195
99,131166,1804.0,2,0,95,22,25,10,0,14,4,14,4,2,0,0,0,0,32031,51394,42068,0,0,0,18,0,3.581909,2.521129
100,268630,3236.0,5,0,0,0,0,0,0,5,4,5,4,0,0,0,1,0,17496,123915,89304,29297,645,0,9,0,3.9950001,1.2312421
101,88644,3326.0,6,0,61,46,47,2,2,9,8,9,8,0,0,2,2,0,17953,28486,12502,17218,801,0,17,0,4.0346556,-0.20237719
102,456019,3300.0,17,0,342,208,22,4,2,28,38,28,38,2,1,12,6,1,250,90600,132479,81106,1734,0,66,0,7.050202,0.012310728
103,142930,3134.0,7,0,223,101,0,8,0,28,14,28,14,1,0,4,8,0,45158,18768,31845,45008,542,0,42,0,5.5799894,-2.3452055
104,108516510,3311.0,10,0,81,89,0,2,4,14,13,14,13,1,1,0,0,1,14598,3539,107525636,13159,947987,0,27,0,12.37045,1.230822
105,188829,2811.0,6,0,90,53,20,0,0,8,10,8,10,0,0,2,0,0,16209,130472,9565,6149,0,0,18,0,-1.0017333,1.123545
106,148519,3306.0,5,0,136,43,27,6,0,14,8,14,8,1,0,2,2,0,53781,42889,30875,18654,534,0,22,0,3.6168654,2.413749
107,32092,3293.0,5,0,13,21,0,0,0,6,4,6,4,0,0,2,2,0,3356,8752,3250,15238,867,0,10,0,6.702195,-3.4666686
108,14039,969.0,2,0,3,3,0,0,0,4,4,4,4,0,0,0,0,0,1961,6944,0,0,0,0,8,0,0.4412995,2.4333777
109,301694,3471.0,14,0,384,133,8,6,4,34,30,34,30,1,1,4,4,1,7385,67968,70094,102923,8899,151,64,0,7.137016,-1.9036312
110,25664,2761.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3049,10178,3449,2541,0,0,0,0,2.4251297,1.6557677
111,39283,3259.0,5,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1552,4499,11087,2590,1441,0,4,0,7.2762127,1.8019084
112,1053255,1314.0,7,0,16,7,0,6,0,9,6,9,6,1,0,0,0,0,2365,1047593,0,0,0,0,15,0,-4.927094,3.3305714
113,87513,3252.0,5,0,132,56,4,4,2,7,8,7,8,0,0,4,2,0,205,3617,24982,30539,783,0,15,0,8.941123,-2.1760573
114,63991,2993.0,5,0,76,43,0,2,4,6,12,6,12,0,0,4,2,0,238,1295,17714,14719,316,0,18,0,8.478484,-1.1787441
115,2625270,3601.0,10,0,266,149,22,10,10,46,36,46,36,1,0,4,10,0,30053,101834,36271,60429,1423,1156,82,0,9.3601265,5.2153697
116,32771236,268.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31401127,0,0,0,0,0,0,0,1.4333403,13.292237
117,16814,1447.0,2,0,11,7,9,0,0,4,2,4,2,0,0,0,0,0,3157,4529,450,0,0,0,6,0,2.9759016,3.7430434
118,299769,3024.0,6,0,186,67,0,0,0,10,10,10,10,0,0,6,4,0,15395,8756,1618,68369,366,0,20,0,8.982099,2.8644087
119,117169,3782.0,17,0,120,49,15,6,6,10,12,10,12,1,1,6,4,1,2450,23200,32128,51116,5379,1899,22,0,8.06911,-2.8332267
120,10536,2836.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4069,1450,1617,1433,0,0,0,0,2.9686744,3.9681253
121,289319,3302.0,6,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,209672,26663,28490,23573,827,0,1,0,1.6814836,8.123473
122,28968886,178.0,1,0,12,8,0,0,0,2,2,2,2,0,0,0,0,0,310,0,0,0,0,0,4,0,12.747919,5.699235
123,410253,3604.0,8,0,221,167,0,2,2,6,8,6,8,2,1,2,2,1,56340,30865,35973,56683,221020,856,14,0,4.0171223,-4.495448
124,127695,3329.0,6,0,119,60,0,4,4,16,10,16,10,0,0,4,6,0,38287,14856,24206,43545,5544,0,26,0,5.6314836,-2.6736836
125,29310,2772.0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3181,11815,3449,1733,0,0,1,0,2.3895204,1.8929852
126,117412,125.0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,736,0,0,0,0,0,7,0,11.317179,7.04512
127,56353,2447.0,4,0,0,0,0,0,4,17,8,17,8,0,1,2,4,1,51133,1216,3748,234,0,0,25,0,1.2605056,11.191088
128,708950,1333.0,3,0,38,16,0,0,0,4,2,4,2,0,0,0,0,0,19841,7216,466,0,0,0,6,0,9.449876,7.3657136
129,7344965,3330.0,14,0,176,142,13,4,0,44,30,44,30,1,0,4,2,0,6795913,21554,23113,71626,4145,0,74,0,0.97093695,12.788761
130,112372,3502.0,14,0,92,44,8,2,2,12,6,12,6,0,0,2,2,0,3725,8418,42645,27477,549,1083,18,0,8.729525,-0.5832021
131,104553,3080.0,5,0,97,47,20,2,4,8,18,8,18,2,1,4,2,1,242,31596,33016,23823,1351,0,26,0,6.131185,0.11356898
132,18990,2173.0,3,0,8,11,0,0,0,2,3,2,3,0,0,0,0,0,238,3215,3620,1568,0,0,5,0,6.45831,2.5595858
133,52842,3080.0,5,0,32,17,9,4,2,6,6,6,6,2,0,4,2,0,597,9839,17016,15859,891,0,12,0,7.952379,-1.0136768
134,200339,3211.0,5,0,158,78,27,2,2,8,8,8,8,0,0,2,2,0,28205,63671,41610,49112,2703,0,16,0,4.950689,-0.33997446
135,136682,2999.0,4,0,15,36,0,2,4,8,14,8,14,1,1,4,2,1,38498,37378,50356,8882,990,0,22,0,4.8501906,2.6058576
136,6388,3370.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,1217,667,734,1101,0,0,0,1.2361972,-0.5830669
137,423088,3375.333251953125,8,0,252,121,18,16,12,34,24,34,24,0,0,6,4,0,49074,75564,140393,129688,17704,0,58,0,7.272085,-1.1230161
138,805836,3713.60009765625,7,0,109,83,18,6,6,16,12,16,12,1,1,2,2,1,433,10745,30802,19724,550,3184,28,0,9.743744,4.784871
139,204113,3305.0,6,0,64,42,0,0,0,6,6,6,6,0,0,0,0,0,1924,173965,1665,2176,1731,0,12,0,-3.524662,1.7740847
140,9902,2958.0,4,0,58,23,0,2,2,7,3,7,3,0,0,1,4,0,215,2056,2556,611,694,0,10,0,2.5850909,0.0046033347
141,6263,3428.0,4,0,6,0,0,0,0,2,0,2,0,0,0,0,0,0,420,4807,333,132,482,0,2,0,-0.7430304,0.3650952
142,686049,3506.5,12,0,269,135,8,4,2,20,16,20,16,1,1,2,2,1,26121,85546,79446,57522,6752,3934,36,0,7.3655915,3.2308786
143,375431,2806.0,6,0,92,57,9,2,2,10,16,10,16,0,0,2,2,0,9466,20418,19266,19651,0,0,26,0,8.650458,4.3973784
144,35706,1110.4000244140623,2,0,28,23,0,0,0,2,6,2,6,0,0,0,0,0,1117,1208,0,0,0,0,8,0,8.531173,6.2583504
145,90941,3292.0,7,0,70,60,36,2,2,7,12,7,12,0,0,6,2,0,701,16771,26307,19189,197,0,19,0,7.4800534,-0.3552053
146,10609800,3484.0,24,0,0,0,0,8,4,0,0,0,0,1,1,0,0,1,10300,118500,139000,63800,9800,4600,0,0,10.469375,5.5169234
147,91924,3300.0,9,0,72,31,0,0,0,7,10,7,10,0,0,2,2,0,8916,29165,16164,33584,2600,0,17,0,5.7202897,-1.7999047
148,227234,3408.0,6,0,126,129,30,6,10,16,26,16,26,4,1,2,2,1,8522,77549,70610,31705,5432,0,42,0,5.240211,0.6129392
149,102447,3228.0,5,0,45,25,8,4,0,8,4,8,4,1,0,2,2,0,298,15164,19803,13791,24069,0,12,0,4.3826895,-2.5680962
150,176755,3052.0,7,0,142,69,10,6,4,14,12,14,12,2,1,4,2,1,1199,20570,79676,18486,101,0,26,0,8.537495,0.68237156
151,565980,3321.0,6,0,92,32,0,4,0,6,6,6,6,0,0,4,2,0,1923,1160,26280,23455,967,0,12,0,9.642743,4.2939706
152,46371,3389.0,5,0,58,45,0,0,0,8,10,8,10,0,0,6,2,0,766,2901,3233,14499,619,0,18,0,7.7246513,-3.437167
153,70435,3186.0,5,0,114,59,0,0,0,11,8,11,8,0,0,4,2,0,1278,9835,10175,27413,394,0,19,0,7.551738,-3.1662457
154,68087,3292.0,5,0,55,22,10,4,6,11,8,11,8,1,0,0,2,0,5665,13650,26751,6533,1500,0,19,0,6.907759,1.091372
155,51767,1709.0,2,0,16,15,0,2,0,4,2,4,2,0,0,0,0,0,24654,21965,4280,0,0,0,6,0,0.80444777,4.6008654
156,17314,1146.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7517,2304,1218,0,0,0,0,0,2.8243346,5.5132427
157,86842,1115.5,2,0,12,12,0,0,0,2,4,2,4,0,0,0,0,0,13323,48973,0,0,0,0,6,0,-0.034955718,2.356491
158,36678,3316.0,5,0,20,17,0,0,0,4,4,4,4,0,0,0,0,0,2122,4356,4652,833,217,0,8,0,6.8365064,3.5294566
159,37222,2017.0,4,0,9,0,0,0,0,2,0,2,0,0,0,0,0,0,9396,12821,10626,35,0,0,2,0,3.7247827,2.6226525
160,133170,3615.0,11,0,161,99,19,6,8,18,20,18,20,1,0,6,4,0,165,10800,37285,56020,1395,1439,38,0,8.944173,-2.960966
161,99819,3250.0,5,0,95,70,7,6,4,14,14,14,14,0,0,4,4,0,27616,5717,21501,19916,2283,0,28,0,5.895543,-1.449498
162,716182,1711.0,6,0,0,11,1,0,2,0,2,0,2,0,0,0,0,0,298,1919,7166,0,0,0,2,0,10.840201,5.6924224
163,126772,2903.5,5,0,6,20,2,2,14,2,14,2,14,0,0,0,0,0,8901,10471,25678,75443,66,0,16,0,8.05765,-4.6263223
164,45897,3408.0,10,0,40,31,0,4,0,9,6,9,6,1,0,4,2,0,20051,1666,6164,12117,4887,0,15,0,4.706965,-2.5034065
165,819846,3604.0,6,0,182,67,14,4,6,18,14,18,14,1,0,2,2,0,58027,13188,25839,33954,4679,539,32,0,8.656403,4.9109006
166,57946,3224.0,5,0,65,44,0,2,2,8,8,8,8,0,0,2,2,0,84,15927,5554,23397,683,0,16,0,6.333354,-2.896868
167,33818,1300.0,3,0,4,7,0,0,0,2,2,2,2,0,0,0,0,0,56,636,52,0,0,0,4,0,8.758522,6.2879815
168,133486,3244.0,9,0,159,78,17,8,6,26,28,26,28,1,0,8,4,0,5238,12235,27205,39845,5552,0,54,0,7.935419,-2.0025444
169,567010,3545.0,10,0,190,91,23,4,6,16,20,16,20,1,1,2,2,1,3463,38125,58959,70253,17159,7153,36,0,8.365139,3.089427
170,61305,3493.0,5,0,48,26,23,2,0,10,6,10,6,0,0,4,2,0,17249,16256,4202,20269,2517,433,16,0,4.5957446,-1.9581512
171,47650,3434.0,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,9568,3380,27337,2219,2199,0,1,0,7.8819017,1.7388759
172,120985,3250.0,5,0,122,54,12,2,4,6,10,6,10,0,0,4,2,0,15081,20218,25787,55046,1552,0,16,0,7.3149357,-3.4613068
173,3268458,3387.0,9,0,356,92,0,0,0,10,4,10,4,0,0,2,2,0,489,17933,1467,85325,10525,0,14,0,10.392724,5.012888
174,42427,1701.3333740234375,2,0,28,30,0,2,0,8,10,8,10,0,0,0,0,0,11284,2783,26243,0,0,0,18,0,7.734879,1.9614248
175,15804,70.0,0,0,0,0,0,0,0,8,6,8,6,0,0,0,0,0,180,0,0,0,0,0,14,0,10.60426,7.226662
176,129256,3626.39990234375,9,0,164,121,5,2,4,16,14,16,14,0,0,2,2,0,1242,12294,37862,36897,867,38548,30,0,2.818335,-3.0692368
177,199562,3884.0,22,0,32,38,16,6,8,18,36,18,36,0,0,10,6,0,15050,82114,45981,19100,33146,3716,54,0,3.5147161,0.004683787
178,62801,3130.0,5,0,49,32,0,0,0,4,8,4,8,0,0,6,2,0,26778,12067,1584,19983,183,0,12,0,4.683333,-2.584057
179,86984,3444.0,10,0,73,79,0,2,2,11,8,11,8,1,0,0,0,0,1049,3451,19099,2150,2842,293,19,0,7.8170047,2.7279682
180,94132,3507.0,5,0,56,13,0,0,0,6,4,6,4,0,0,4,2,0,712,1500,1485,1351,20885,64,10,0,8.932819,5.0744877
181,11745,3806.666748046875,11,0,20,15,0,2,2,21,14,21,14,0,0,2,2,0,144,332,2118,3533,434,368,35,0,2.5577908,-0.77077687
182,82706,3681.0,5,0,117,37,0,6,2,14,10,14,10,1,0,4,4,0,18623,4957,16974,38791,709,1131,24,0,6.662989,-3.9145956
183,258108,3421.0,5,0,57,7,0,4,2,4,6,4,6,1,1,2,0,1,847,296,44536,2239,1400,0,10,0,8.085716,3.0650861
