,timeOnPage,maxDepth,step,demoNumOn,beatNumThreeFour,beatNumSixEight,beatNumDefault,beatHoverThree,beatHoverSix,emphasizeThreeFour,emphasizeSixEight,threeFourOn,sixEightOn,altThree,altSix,exampleSix,exampleThree,altSix.1,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,interaction_count,mobile,x,y
2533,147140,3571.0,6,0,87,39,6,0,0,14,10,14,10,0,0,4,2,0,198,56369,13548,22783,1484,99,24,0,-2.2645366,1.3013016
2534,65694,2736.0,4,0,163,25,0,0,0,7,4,7,4,0,0,4,6,0,4536,696,1919,52785,0,0,11,0,-9.64356,-2.5517218
2535,68752,3435.0,6,0,52,22,0,0,0,6,6,6,6,0,0,6,2,0,827,15282,8514,30998,2567,584,12,0,-7.3735237,-0.6636316
2536,114381,3539.0,11,0,130,110,9,0,0,29,34,29,34,0,0,4,4,0,5083,35412,17188,22924,2135,3188,63,0,-3.3042014,0.89104116
2537,296881,3066.0,6,0,54,48,5,2,2,6,6,6,6,0,0,2,2,0,1092,10134,28197,25433,1662,0,12,0,-4.6891766,-3.6349669
2538,7085,3313.0,6,0,0,3,0,0,2,0,2,0,2,0,0,0,0,0,1233,658,980,935,686,0,2,0,-0.45563516,-1.3630853
2539,34463,2336.0,11,0,1,1,0,2,2,2,2,2,2,0,0,0,0,0,8495,12739,10237,566,0,0,4,0,-0.80601406,1.227084
2540,4734,3406.0,10,0,29,23,0,0,0,6,4,6,4,0,0,0,0,0,309,734,467,385,382,0,10,0,0.14125496,-1.1934804
2541,70238,3758.0,6,0,22,45,0,2,0,5,8,5,8,1,0,0,0,0,734,12224,34560,10924,1646,190,13,0,-5.9525666,3.067938
2542,4502,1723.0,2,0,0,1,0,2,2,2,2,2,2,0,0,0,0,0,2863,190,462,0,0,0,4,0,2.0987895,-2.7315166
2543,2773,331.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,-1.2127551,-4.729929
2544,15911,497.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,10487,0,0,0,0,0,0,2.013985,4.1830087
2545,99073,4070.0,8,0,119,77,3,0,0,8,12,8,12,0,0,4,2,0,7735,55989,4350,4048,24586,1233,20,0,-1.1795311,2.8272276
2546,120949,3562.0,17,0,104,88,11,4,4,12,14,12,14,2,2,2,2,2,28038,32420,31852,19303,2606,1437,26,0,-2.825775,0.08974434
2547,37352,383.0,1,0,33,15,0,0,0,4,2,4,2,0,0,0,0,0,1599,0,0,0,0,0,6,0,-2.736485,-7.217224
2548,44519,2693.0,4,0,63,29,16,8,2,16,4,16,4,1,0,2,4,0,700,10368,30193,935,0,0,20,0,-5.485525,4.542463
2549,183831,3233.0,6,0,157,173,13,4,0,20,18,20,18,0,0,4,2,0,25607,62148,25925,37544,966,0,38,0,-2.9766488,0.4303408
2550,66585,3346.0,5,0,138,36,0,2,4,8,12,8,12,1,1,8,4,1,363,951,10639,40895,2900,0,20,0,-9.00332,-1.3757641
2551,31156,1600.0,2,0,28,14,10,2,0,10,2,10,2,0,0,0,0,0,24276,4468,294,0,0,0,12,0,4.9017167,-4.1212177
2552,29633,1010.0,2,0,28,16,10,0,0,2,4,2,4,0,0,0,0,0,370,1366,0,0,0,0,6,0,-3.1996498,-5.530539
2553,45410,3532.0,5,0,21,29,0,4,4,5,6,5,6,1,3,2,2,3,201,814,10283,13407,18125,96,11,0,-3.7058296,3.3513174
2554,157206,3705.0,6,0,135,137,12,2,0,13,18,13,18,0,0,6,4,0,1582,40230,38802,35334,6460,552,31,0,-4.7960005,1.4199355
2555,52914,3357.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,21654,4572,21015,352,0,0,0,-4.8199906,0.11898749
2556,10176,3372.0,6,0,3,0,0,2,0,2,0,2,0,0,0,0,0,0,1573,3317,1216,1717,86,0,2,0,-0.9440871,-0.33365405
2557,279896,2677.0,3,0,62,36,0,6,0,10,10,10,10,0,0,6,2,0,7819,41656,38136,16474,0,0,20,0,-3.2577357,-2.3153183
2558,64720,2598.0,4,0,144,72,0,0,0,12,18,12,18,0,0,8,6,0,10341,10391,4988,27154,0,0,30,0,-6.3816285,-1.5150559
2559,27678,3874.0,10,0,3,4,1,2,0,2,1,2,1,0,0,0,0,0,5440,2934,1846,2534,6858,1232,3,0,-1.7512255,3.6363697
2560,7756,1108.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4138,1794,0,0,0,0,0,0,2.854056,-2.2391
2561,65692,796.0,2,0,32,18,14,0,0,8,4,8,4,0,0,0,0,0,19566,17569,0,0,0,0,12,0,1.0023905,-1.7942663
2562,111700,3411.0,10,0,68,55,12,2,2,6,8,6,8,0,0,4,2,0,8810,20236,10699,39656,18718,0,14,0,-5.9440494,-0.1846892
2563,78600,568.0,2,0,56,54,0,0,2,10,14,10,14,0,0,0,0,0,5920,666,0,0,0,0,24,0,-2.0209696,-6.5339
2564,93902,3151.0,4,0,126,58,0,2,2,6,6,6,6,0,0,2,2,0,0,14962,9641,44871,102,0,12,0,-7.733781,-0.99516755
2565,6046,3436.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,1406,986,985,152,652,0,0,0.2195807,-1.3058487
2566,67175,3169.0,5,0,112,50,0,0,0,9,10,9,10,0,0,8,2,0,3413,3251,8697,30020,1072,0,19,0,-7.742867,-1.1764923
2567,59676,3474.0,5,0,76,44,13,2,4,8,12,8,12,0,0,4,2,0,3616,12204,8632,26913,5088,149,20,0,-7.3756404,-0.6879054
2568,7585909,3022.0,16,0,373,107,19,4,4,32,14,32,14,1,0,2,4,0,7333330,47862,66252,93734,771,0,46,0,7.015274,-8.688125
2569,46058,341.0,1,0,34,46,0,0,0,3,6,3,6,0,0,0,0,0,4740,0,0,0,0,0,9,0,-1.3767213,-6.2047014
2570,418324,3169.0,4,0,327,143,15,4,2,20,24,20,24,2,2,4,4,2,66,99290,102883,98088,7950,0,44,0,-5.0542383,1.4261932
2571,599246,3561.0,10,0,5,11,0,0,0,4,2,4,2,0,0,0,0,0,4336,3282,1667,1493,308,766,6,0,-4.9728675,-7.2969556
2572,145062749,3243.0,5,0,9,19,8,0,0,4,6,4,6,0,0,4,0,0,267,10387,496,500,145034804,0,10,0,-0.315603,5.7651944
2573,53990,1424.0,3,0,205,153,0,4,0,8,9,8,9,1,0,0,0,0,1720,10967,234,0,0,0,17,0,-1.832815,-2.221264
2574,107898,3645.0,10,0,108,97,0,6,4,11,12,11,12,1,1,4,2,1,4390,10164,26636,36103,1283,4791,23,0,-7.2951217,0.709141
2575,90078,2363.5,4,0,44,26,23,2,4,6,6,6,6,0,0,0,0,0,7185,39602,14254,1484,0,0,12,0,-0.30824536,2.0276074
2576,10927,3101.0,5,0,1,38,0,0,0,2,2,2,2,0,0,0,0,0,600,3619,967,284,83,0,4,0,-0.17952697,0.27738613
2577,50070,1257.0,6,0,12,6,0,0,0,6,8,6,8,0,0,0,0,0,41828,588,1270,0,0,0,14,0,5.77511,-5.7723527
2578,280768,3463.0,18,0,481,141,37,4,4,18,16,18,16,0,0,6,8,0,18825,38706,38203,90783,2438,9176,34,0,-6.7883396,-0.384809
2579,103814,3406.0,8,0,59,43,10,4,2,12,12,12,12,0,0,0,0,0,18369,39919,37970,4716,918,0,24,0,-1.6006374,1.9268014
2580,155636,3463.0,7,0,13,0,0,2,0,4,0,4,0,1,0,0,0,0,20263,5653,6150,2317,155,0,4,0,-1.5458347,-5.4495955
2581,141272,3641.0,6,0,160,95,21,2,2,14,18,14,18,0,0,4,2,0,30370,39913,21671,40279,5013,166,32,0,-3.7828665,-0.6393243
2582,403235,3849.60009765625,11,0,220,95,14,0,0,27,34,27,34,0,0,4,6,0,132846,128062,3172,89751,12317,1748,61,0,-2.937282,-0.6606946
2583,29636,1160.800048828125,3,0,21,15,1,0,0,2,2,2,2,0,0,0,0,0,202,10090,0,0,0,0,4,0,-0.28128216,0.61766946
2584,76288,1912.0,2,0,69,62,0,0,2,6,10,6,10,0,0,0,0,0,62405,10533,166,0,0,0,16,0,5.3852315,-4.3715334
2585,23179,3390.0,9,0,24,3,0,2,0,12,6,12,6,0,0,0,0,0,97,1324,9108,944,11104,0,18,0,-2.7577782,3.842986
2586,6500,518.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,400,0,0,0,0,0,0,-0.9183688,-4.5550323
2587,29300,2281.0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1800,11600,13500,2400,0,0,0,0,-2.6694906,2.694533
2588,5600,2313.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,700,1200,900,0,0,0,0,-1.0884479,-0.97881085
2589,66074,3324.0,5,0,8,13,0,0,2,2,2,2,2,0,0,0,0,0,1323,1190,51859,1425,2214,0,4,0,-7.0006223,5.240433
2590,71914,3441.0,11,0,86,25,14,6,4,14,8,14,8,2,0,2,4,0,1466,10156,18439,29132,3472,610,22,0,-7.8833385,0.4390834
2591,160906,3429.0,6,0,173,103,18,8,4,18,16,18,16,2,0,2,4,0,32707,35667,39003,45945,6943,0,34,0,-4.495683,-0.69523054
2592,56122,3435.0,15,0,0,0,0,0,0,3,2,3,2,0,0,2,3,0,14240,10430,11276,11649,4810,1472,5,0,-3.6955917,-0.8423929
2593,135490,3656.5,7,0,194,55,0,0,0,18,14,18,14,0,0,6,8,0,43516,29829,2168,53363,4050,199,32,0,-4.9217463,-1.72226
2594,116671,1477.0,3,0,87,43,31,4,2,9,8,9,8,1,0,0,0,0,21642,54541,768,0,0,0,17,0,1.8599099,2.0933347
2595,281542,3428.800048828125,8,0,245,157,42,6,12,22,25,22,25,1,1,2,2,1,100986,63777,43437,53934,6164,0,47,0,-2.9989345,-1.2625619
2596,26448,3068.0,5,0,12,24,0,2,2,4,6,4,6,0,0,2,0,0,7319,1033,9887,2532,18,0,10,0,-2.4568353,-0.6277975
2597,92849,3166.0,5,0,137,60,0,0,0,16,14,16,14,0,0,2,2,0,4953,1505,44462,19856,186,0,30,0,-6.6695833,2.8840177
2598,45613,3384.0,6,0,13,0,0,0,0,4,0,4,0,0,0,0,0,0,965,3656,5329,11297,1880,0,4,0,-6.648975,-0.49673024
2599,2720688,3810.0,14,0,291,112,21,10,6,38,34,38,34,2,0,2,8,0,19312,82665,66625,65939,5446,1565,72,0,-4.7785635,-5.312433
2600,711228,3619.0,10,0,1,0,0,2,0,2,0,2,0,0,0,0,0,0,135,568,183,1705,1083,3500,2,0,-5.9022584,-7.371404
2601,305131,3264.800048828125,5,0,469,177,1,0,0,17,20,17,20,0,0,6,6,0,74177,65286,90495,69297,3503,0,37,0,-4.0178494,-0.27978677
2602,210337,3345.0,5,0,174,92,14,2,4,10,8,10,8,0,0,2,4,0,45962,21797,74440,63057,3615,0,18,0,-5.285048,-0.2923694
2603,26480,3000.0,5,0,26,23,0,0,0,5,6,5,6,0,0,0,0,0,115,1317,770,1581,0,0,11,0,-2.811498,-4.37445
2604,38605,3631.0,0,0,26,40,0,0,0,6,5,6,5,0,0,0,0,0,60,602,35286,949,534,1151,11,0,-7.1621375,5.781287
2605,320993,3249.0,5,0,133,73,55,2,6,10,12,10,12,0,0,6,4,0,4432,31335,50223,87811,1069,0,22,0,-6.7721553,0.05011585
2606,277301,3255.0,7,0,214,97,27,6,4,17,18,17,18,1,1,2,2,1,2161,53579,62299,76435,15206,0,35,0,-5.9930644,1.0764915
2607,13530,1953.5714111328125,5,0,8,0,0,0,0,2,0,2,0,0,0,0,0,0,160,1311,265,0,0,0,2,0,-1.8466228,-3.590484
2608,186555,3452.0,8,0,218,102,27,2,2,8,10,8,10,0,0,2,2,0,28130,58829,39340,47735,9891,166,18,0,-3.7035768,0.2942147
2609,146626,3452.0,8,0,124,135,0,4,4,17,16,17,16,1,1,2,2,1,19626,53877,31638,38542,2301,0,33,0,-3.35479,0.70469296
2610,113831,3382.0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,81526,5760,8596,15383,1218,0,1,0,3.6447477,-4.599736
2611,289546,3187.0,5,0,91,72,8,8,4,14,14,14,14,0,0,4,2,0,6833,78916,65517,49116,18916,0,28,0,-3.7152586,1.5336578
2612,36430,3340.0,5,0,19,13,5,0,0,2,2,2,2,0,0,0,0,0,2251,3989,827,934,99,0,4,0,-2.1677332,-3.9654722
2613,92262,2932.666748046875,4,0,169,68,0,8,0,20,18,20,18,2,0,6,2,0,534,834,38905,27477,0,0,38,0,-7.350149,2.451096
2614,453164,3448.0,6,0,128,104,15,12,4,20,16,20,16,3,1,2,2,1,29324,31500,31182,40638,6508,0,36,0,-4.137516,-3.511075
2615,10066,1093.3333740234377,2,0,19,13,2,2,0,7,10,7,10,0,0,0,0,0,126,936,0,0,0,0,17,0,-2.1238406,-3.8668253
2616,51279,3500.0,7,0,36,8,0,0,0,4,2,4,2,0,0,0,0,0,16235,29526,1997,1054,905,0,6,0,3.6571667,2.0432181
2617,17187,2854.0,6,0,32,6,2,2,0,4,2,4,2,0,0,2,2,0,98,1699,6780,3382,0,0,6,0,-5.975506,2.3524954
2618,32290,2354.0,4,0,4,0,0,2,0,2,0,2,0,0,0,0,0,0,16684,2756,1208,719,0,0,2,0,1.8304043,-3.74043
2619,58276,2498.0,3,0,60,25,3,8,8,20,12,20,12,0,0,2,6,0,3957,4287,36645,901,0,0,32,0,-6.174711,4.3384175
2620,57394,2810.0,4,0,15,31,0,0,4,2,6,2,6,0,2,2,2,2,100,11131,22024,17068,0,0,8,0,-6.6938276,2.0040236
2621,91396,3106.0,8,0,94,65,0,4,6,20,18,20,18,2,1,4,2,1,16881,1867,20517,23803,50,0,38,0,-5.279932,-1.2198207
2622,80270,3301.0,12,0,99,45,1,2,2,14,6,14,6,0,0,0,0,0,29643,13210,11560,3752,18015,0,20,0,-1.5878018,3.2055233
2623,101294,3161.0,5,0,66,31,14,4,4,10,8,10,8,1,1,0,0,1,3473,11794,10475,8988,7933,0,18,0,-3.6609902,-3.09255
2624,48851,509.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4225,717,0,0,0,0,0,0,-1.8424209,-6.294419
2625,38935,3366.0,5,0,20,21,0,0,0,4,6,4,6,0,0,0,0,0,28399,5072,1304,2619,1054,0,10,0,4.0437837,-4.0169005
2626,104277,3566.0,5,0,171,55,10,16,6,20,8,20,8,2,0,2,2,0,2983,6039,48373,42006,1673,1710,28,0,-8.0615225,2.1971388
2627,121513,3087.0,12,0,213,60,0,2,2,14,14,14,14,0,0,6,8,0,9629,9077,2138,93136,3093,0,28,0,-9.3323765,-2.412214
2628,515571,3582.0,12,0,398,172,0,2,2,28,24,28,24,0,0,4,4,0,103003,69235,124768,45657,19063,4580,52,0,-3.167164,-0.59930015
2629,72103,3286.0,7,0,98,42,10,8,2,18,8,18,8,0,0,4,4,0,700,6752,4001,43898,567,0,26,0,-8.584488,-1.846481
2630,67446,3521.0,5,0,96,54,0,0,0,13,12,13,12,0,0,4,4,0,684,16982,2666,24250,950,34,25,0,-6.079493,-0.4088921
2631,23618,1121.0,4,0,10,1,0,0,0,4,2,4,2,0,0,0,0,0,158,700,0,0,0,0,6,0,-3.0001736,-5.793185
2632,112072,3600.0,12,0,180,56,8,6,6,14,12,14,12,1,0,4,4,0,10254,8367,27042,43531,2165,1235,26,0,-7.4639535,0.012392298
2633,3537,2699.0,4,0,62,2,1,0,0,2,2,2,2,0,0,2,2,0,124,758,635,650,0,0,4,0,0.14752589,-0.97314817
2634,91257,3617.0,6,0,85,63,11,4,4,10,10,10,10,1,0,4,2,0,20751,8188,24391,1416,25188,699,20,0,-2.2555509,3.5941033
2635,138991,3046.0,7,0,59,47,0,2,2,10,6,10,6,0,0,2,2,0,13913,14744,9008,15512,34,0,16,0,-3.9541898,-3.1331859
2636,25076,3055.333251953125,4,0,34,18,0,2,0,9,8,9,8,0,0,6,2,0,150,4820,1101,12110,66,0,17,0,-7.602043,-1.2302519
2637,392486,3021.0,5,0,19,44,0,0,0,8,16,8,16,0,0,0,0,0,1201,18350,2218,2668,4470,0,24,0,-3.924742,-5.4184394
2638,338554,3642.0,10,0,213,149,15,6,6,29,24,29,24,1,1,4,4,1,34766,87912,66409,104813,26104,8235,53,0,-4.894346,0.30940297
2639,79773,3666.0,9,0,183,33,0,0,1,6,9,6,9,0,0,8,6,0,1435,869,19735,51352,734,2002,15,0,-9.008058,-0.92046505
2640,213768,3220.0,10,0,150,48,26,0,0,14,12,14,12,0,0,2,2,0,78155,94908,16409,22888,980,0,26,0,2.7029376,0.8359683
2641,264301,3260.0,5,0,77,71,9,4,6,10,14,10,14,0,0,4,2,0,35728,20679,42704,41261,9545,0,24,0,-4.431909,-1.7691355
2642,114693,3400.0,4,0,105,53,1,0,0,17,8,17,8,0,0,2,6,0,0,47063,32700,33781,949,0,25,0,-3.6686916,1.3351493
2643,42532,1151.0,2,0,17,20,8,2,0,4,2,4,2,0,0,0,0,0,233,19441,32,0,0,0,6,0,0.60760206,2.1267273
2644,10027,2206.0,3,0,6,8,0,0,0,1,2,1,2,0,0,0,0,0,99,1734,200,50,0,0,3,0,-1.5052356,-2.6084816
2645,256300,3838.0,15,0,205,72,31,4,4,18,14,18,14,0,1,2,4,1,66700,44300,31500,64600,16200,29100,32,0,-4.2574244,-0.9643514
2646,7632,3408.0,10,0,12,0,0,0,0,2,0,2,0,0,0,0,0,0,1397,1150,1033,867,66,0,2,0,-0.5834446,-1.1728257
2647,226486,3536.0,6,0,103,100,13,6,6,18,18,18,18,1,1,2,2,1,64350,31668,53323,53171,2601,69,36,0,-3.9630682,-1.3254728
2648,13902,3627.0,10,0,2,4,0,0,0,4,2,4,2,0,0,2,2,0,4971,2800,451,3399,700,983,6,0,-1.0403509,-1.6845124
2649,3018,2794.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,149,150,2517,0,0,0,0,-0.065049745,-1.253476
2650,57104,2964.0,5,0,70,40,11,8,4,16,10,16,10,2,2,6,8,2,188,6151,32053,17635,32,0,26,0,-7.2926335,3.0003567
2651,135852,3085.0,6,0,176,102,12,6,0,13,12,13,12,1,0,6,2,0,47074,801,27429,35635,10889,0,25,0,-4.5755243,-1.8123996
2652,120200,3274.0,6,0,111,85,15,2,2,10,15,10,15,0,0,2,2,0,1049,40959,17237,34091,1117,0,25,0,-3.8068528,0.88015985
2653,18511,3332.0,18,0,6,1,0,0,0,4,2,4,2,0,0,0,0,0,457,413,554,3884,2083,0,6,0,-4.414697,-3.6453328
2654,49198,847.0,2,0,22,17,2,0,0,6,8,6,8,0,0,0,0,0,764,1726,0,0,0,0,14,0,-3.7059147,-6.017693
2655,51598,2418.888916015625,6,0,29,13,0,0,0,6,2,6,2,0,0,0,0,0,29096,11246,6993,985,0,0,8,0,2.2160666,-2.4992816
2656,11172,1302.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,5690,122,0,0,0,0,0,1.8529987,2.2096121
2657,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.133811,0.53560853
2658,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.88332784,0.67662126
2659,77242,3432.0,7,0,96,59,7,8,4,18,20,18,20,1,0,2,2,0,3802,20342,21780,20542,418,68,38,0,-5.160234,1.2984319
2660,6806,810.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,868,0,0,0,0,0,0,-2.0252128,-3.3933017
2661,167427,3382.0,7,0,155,107,0,4,4,16,10,16,10,1,1,2,2,1,32185,34847,26504,36962,1101,0,26,0,-3.5774152,-0.72491693
2662,6295,451.0,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,833,131,0,0,0,0,2,0,-1.2761035,-5.190339
2663,128025,3464.0,5,0,135,64,7,4,10,10,16,10,16,1,1,2,2,1,31843,12184,39043,41483,1558,52,26,0,-5.2579093,-0.9270699
2664,87250,3200.0,5,0,44,40,0,0,0,6,10,6,10,0,0,0,0,0,530,17201,9643,1619,896,0,16,0,-2.469448,-1.9044487
2665,3813,1810.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,951,1135,0,0,0,0,0,-0.9547599,-0.2946501
2666,120984,2966.0,5,0,168,64,0,4,2,16,16,16,16,1,0,6,4,0,2032,32300,23551,30650,18733,0,32,0,-4.4761167,1.6256937
2667,522740,3364.0,6,0,162,66,13,4,2,10,8,10,8,0,0,2,2,0,32239,7598,23395,42949,1096,0,18,0,-4.408701,-4.3014727
2668,167432,2861.0,6,0,64,25,18,0,0,10,4,10,4,0,0,0,0,0,1552,36646,47291,1583,0,0,14,0,-3.3644636,1.8100268
2669,375470,2926.0,11,0,77,48,0,6,0,12,8,12,8,1,0,4,2,0,24413,8004,21227,25529,17,0,20,0,-4.22437,-4.2734804
2670,277771,3460.0,6,0,171,65,19,4,2,18,10,18,10,1,0,4,2,0,44291,27189,33744,42386,2833,0,28,0,-4.0668344,-2.160421
2671,71663,3440.0,5,0,78,43,23,4,2,11,10,11,10,1,0,2,4,0,3795,11978,17667,16671,650,0,21,0,-5.7486653,1.1953571
2672,120563,3499.0,5,0,127,64,26,2,2,12,16,12,16,0,0,4,2,0,1132,47805,10556,30230,167,68,28,0,-2.9447248,1.0930698
2673,232033,3287.0,10,0,206,134,35,0,0,23,26,23,26,0,0,2,2,0,4737,67425,32444,37549,15998,0,49,0,-3.5349417,1.0046408
2674,104209,3273.0,5,0,111,81,0,4,2,20,12,20,12,0,0,2,6,0,13486,6958,20424,37396,2146,0,32,0,-6.6863,-0.877228
2675,144003,3327.533447265625,5,0,49,73,16,6,6,9,10,9,10,1,1,2,2,1,341,34110,64067,12086,1818,0,19,0,-4.3227587,2.9362826
2676,59448,3380.0,5,0,58,31,0,0,0,8,6,8,6,0,0,0,0,0,2714,5393,6412,1015,682,0,14,0,-3.1357436,-3.2276247
2677,76603,3359.0,4,0,62,39,15,12,4,13,6,13,6,2,0,2,2,0,776,9289,40550,24426,428,0,19,0,-7.280227,2.8474524
2678,51712,2470.0,4,0,43,20,0,2,2,2,2,2,2,0,0,0,0,0,960,10385,33621,3086,0,0,4,0,-5.750244,4.4028306
2679,207946,3398.0,10,0,113,94,20,10,4,24,18,24,18,2,0,4,8,0,20647,40837,83601,45214,2478,0,42,0,-5.383058,2.0039384
2680,233008,3319.0,5,0,279,109,13,0,0,36,34,36,34,0,0,4,2,0,24382,87097,57918,57303,4567,0,70,0,-3.3220217,1.0498883
2681,79274,3650.0,12,0,3,1,10,4,0,4,2,4,2,0,0,0,0,0,1366,21965,39535,7257,2391,1319,6,0,-4.2750354,3.1493447
2682,54749,3029.0,4,0,61,46,0,0,0,8,6,8,6,0,0,0,0,0,3284,29075,6121,517,34,0,14,0,0.675704,2.815804
2683,170144,3446.0,5,0,146,90,14,8,8,15,14,15,14,2,0,2,2,0,30098,15332,68112,52113,3401,0,29,0,-5.479555,0.25763807
2684,25380,3745.0,6,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,67,67,250,116,49,134,2,0,-2.128788,-4.4819436
2685,544388,3600.0,8,0,196,62,31,4,0,24,14,24,14,1,0,2,2,0,20382,58014,375535,37349,3749,152,38,0,-6.5053306,4.5137453
2686,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.638597,20.43494
2687,66121,413.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65015,0,0,0,0,0,0,0,6.943174,-9.339314
2688,46801,3306.0,5,0,42,48,0,0,0,6,8,6,8,0,0,0,0,0,381,23602,2665,216,654,0,14,0,0.68979967,2.546235
2689,5279426,3420.0,5,0,166,66,14,2,2,22,16,22,16,0,0,4,4,0,169,12732,25419,54887,8266,0,38,0,-5.7451215,-6.3352757
2690,856191,3373.0,12,0,7,0,0,2,0,2,0,2,0,0,0,0,0,0,783545,3476,1680,1335,951,0,2,0,6.909362,-7.4782467
2691,38261,3186.0,5,0,8,10,0,0,0,2,6,2,6,0,0,4,0,0,159,14838,5914,3613,1974,0,8,0,-1.2421458,1.6049647
2692,1259363,3200.0,9,0,202,93,28,4,4,34,20,34,20,1,0,4,10,0,55900,24652,10814,52202,5185,0,54,0,-4.43713,-5.3931365
2693,7493,1597.0,6,0,0,2,1,0,2,0,2,0,2,0,0,0,0,0,235,1352,1368,0,0,0,2,0,-1.960627,-1.1766272
2694,156844,2834.0,4,0,117,95,29,2,0,16,20,16,20,0,0,4,2,0,749,79432,25763,26583,0,0,36,0,-1.166103,2.271176
2695,2125,3498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,1016,0,0,0.51441884,-1.0042862
2696,7315,99.0,0,0,9,0,0,0,0,5,0,5,0,0,0,0,0,0,182,0,0,0,0,0,5,0,-3.3745015,-7.2584467
2697,107647,3271.0,5,0,171,78,0,6,4,12,16,12,16,3,1,2,2,1,21816,32733,10182,29268,2467,0,28,0,-3.400913,-0.3632295
2698,289014,1290.0,3,0,16,6,0,0,0,4,2,4,2,0,0,0,0,0,10907,2583,22,0,0,0,6,0,-3.059751,-7.1278543
2699,789429,3349.0,7,0,362,140,43,18,12,46,34,46,34,2,4,2,4,4,35602,439015,136752,86665,88785,0,80,0,-0.6899559,2.7343318
2700,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1740819,0.6602594
2701,30852,404.0,2,0,1,1,0,0,0,4,4,4,4,0,0,0,0,0,14002,565,0,0,0,0,8,0,1.2751025,-4.4145484
2702,47684,3333.0,8,0,26,16,0,4,0,10,10,10,10,0,0,2,0,0,16046,9004,17132,5252,165,0,20,0,-2.0752451,-0.36980784
2703,64656,1069.0,2,0,11,11,1,0,0,4,4,4,4,0,0,0,0,0,863,26373,0,0,0,0,8,0,0.2003726,1.3586705
2704,53748,2958.0,5,0,26,27,0,0,0,6,6,6,6,0,0,2,2,0,293,1426,6763,1994,83,0,12,0,-3.6875246,-3.2077544
2705,208410,2163.0,3,0,22,21,0,0,0,8,4,8,4,0,0,0,0,0,40812,25181,42349,417,0,0,12,0,-2.565601,-1.5471853
2706,96976,3036.0,5,0,126,85,0,6,6,14,12,14,12,2,0,4,4,0,20591,10997,17789,43510,111,0,26,0,-6.506023,-1.7156729
2707,79602,3325.0,6,0,130,40,15,4,2,8,6,8,6,0,0,2,2,0,1418,27753,21266,26252,1609,0,14,0,-4.4914455,1.0906456
2708,26998,3486.0,5,0,8,5,0,0,0,4,2,4,2,0,0,0,0,0,1502,2361,6470,949,890,50,6,0,-3.1637247,-1.2283773
2709,150612,3411.0,8,0,207,73,12,6,4,27,14,27,14,0,0,2,8,0,10675,38798,22617,56180,6938,0,41,0,-5.8848987,-0.20515917
2710,140283,2173.0,3,0,89,72,0,0,0,6,10,6,10,0,0,0,0,0,37894,35058,59798,66,0,0,16,0,-2.0961747,0.8394119
2711,125488,2296.0,6,0,37,18,0,0,0,10,6,10,6,0,0,2,2,0,125,12258,13608,84,0,0,16,0,-3.3186882,-3.3144472
2712,59115,3449.0,6,0,9,0,0,0,0,4,0,4,0,0,0,0,0,0,136,217,263,150,150,0,4,0,-3.103451,-5.8444595
2713,371697,3501.142822265625,12,0,188,150,6,2,0,22,28,22,28,0,0,8,4,0,22309,12233,17850,87552,967,784,50,0,-5.829078,-2.8565826
2714,46863,3573.0,12,0,0,0,0,4,0,15,8,15,8,2,0,4,6,0,647,4464,6398,16892,1055,1275,23,0,-7.4278116,-0.3308795
2715,67019,3773.0,12,0,18,14,0,0,0,2,2,2,2,0,0,0,0,0,1891,38931,6736,2708,1604,12471,4,0,-0.11896607,3.3484254
